Rank,Player,Team,team_long_name,Bye,POS,FG,FGA,XPT,FPTS,ATT,CMP,YDS,TDS,INTS,FL,FPTS_qb,ATT_rb,YDS_rb,TDS_rb,REC,FL_rb,FPTS_rb,REC_te,YDS_te,TDS_te,FL_te,FPTS_te,REC_wr,YDS_wr,TDS_wr,ATT_wr,FL_wr,FPTS_wr,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,FPTS_dst,ATT_flx,YDS_flx,TDS_flx,REC_flx,FL_flx,FPTS_flx,drafted_by
408,Tyler Huntley,CLE,Browns,10,QB,0,0,0,13.5,0,0,202,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
409,Zach Wilson,DEN,Broncos,14,QB,0,0,0,12.7,0,0,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
410,Jaren Hall,MIN,Vikings,6,QB,0,0,0,12.6,0,0,174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
411,Bailey Zappe,NE,Patriots,14,QB,0,0,0,12.5,0,0,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
412,Malik Willis,TEN,Titans,5,QB,0,0,0,12.3,0,0,168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
413,Tommy DeVito,NYG,Giants,11,QB,0,0,0,12.3,0,0,190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
414,Nick Mullens,MIN,Vikings,6,QB,0,0,0,12.3,0,0,210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
415,Davis Mills,HOU,Texans,14,QB,0,0,0,12.2,22,13,184,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
416,C.J. Beathard,JAX,Jaguars,12,QB,0,0,0,11.9,0,0,186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
417,Trey Lance,DAL,Cowboys,7,QB,0,0,0,11.9,24,15,177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
418,Kyle Allen,PIT,Steelers,9,QB,0,0,0,11.7,0,0,186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
419,Jordan Travis,NYJ,Jets,12,QB,0,0,0,11.5,0,0,188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
420,Skylar Thompson,MIA,Dolphins,6,QB,0,0,0,11.4,0,0,161,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
421,Taylor Heinicke,ATL,Falcons,12,QB,0,0,0,11.2,0,0,220,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
422,Clayton Tune,ARI,Cardinals,11,QB,0,0,0,10.9,0,0,180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
423,Michael Pratt,GB,Packers,10,QB,0,0,0,10.7,16,11,156,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
424,Joe Milton III,NE,Patriots,14,QB,0,0,0,10.3,0,0,190,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
425,Gavin Hardison,MIA,Dolphins,6,QB,0,0,0,10.1,16,11,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
426,Jacob Eason,GB,Packers,10,QB,0,0,0,9.2,21,12,138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
427,Stetson Bennett,LAR,Rams,6,QB,0,0,0,9,0,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
428,Carter Bradley,LV,Raiders,10,QB,0,0,0,9,16,10,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
429,Sam Hartman,WAS,Commanders,14,QB,0,0,0,8.7,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
430,Nathan Rourke,NYG,Giants,11,QB,0,0,0,8.6,15,10,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
431,Tanner McKee,PHI,Eagles,5,QB,0,0,0,8,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
432,Sam Ehlinger,IND,Colts,14,QB,0,0,0,7.8,0,0,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
433,Dorian Thompson-Robinson,CLE,Browns,10,QB,0,0,0,4.8,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
434,Devin Leary,BAL,Ravens,14,QB,0,0,0,2.6,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
435,Malik Cunningham,BAL,Ravens,14,QB,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
436,Chase Edmonds,TB,Buccaneers,11,RB,0,0,0,38.4,55.5,0,199.2,1.2,0,0.1,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,199.2,1.2,14.7,0.1,38.4,Undrafted
437,Isaiah Davis,NYJ,Jets,12,RB,0,0,0,32.8,65.4,0,193.3,1.4,0,0.1,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4,193.3,1.4,5.9,0.1,32.8,Undrafted
438,Kendall Milton,PHI,Eagles,5,RB,0,0,0,29.1,34,0,146,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,146,2,2,0,29.1,Undrafted
439,Emani Bailey,KC,Chiefs,6,RB,0,0,0,27.7,0,0,157,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1,8,0,27.7,Undrafted
440,Jase McClellan,ATL,Falcons,12,RB,0,0,0,26.2,33,0,134,1,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,134,1,5.5,0,26.2,Undrafted
441,Emari Demercado,ARI,Cardinals,11,RB,0,0,0,25.9,23.6,0,118.7,0.9,0,0.4,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,118.7,0.9,11.7,0.4,25.9,Undrafted
442,Chris Rodriguez Jr.,WAS,Commanders,14,RB,0,0,0,24.9,14.5,0,133.6,0.9,0,0.1,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,133.6,0.9,7.4,0.1,24.9,Undrafted
443,DeWayne McBride,MIN,Vikings,6,RB,0,0,0,24.3,0,0,147,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1,5,0,24.3,Undrafted
444,Isaiah Spiller,LAC,Chargers,5,RB,0,0,0,23.6,42,0,144.1,0.9,0,0.1,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,144.1,0.9,5.2,0.1,23.6,Energy
445,Kyle Juszczyk,SF,49ers,9,RB,0,0,0,23.1,5.6,0,19.1,0.1,0,0,0,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,19.1,0.1,14.9,0,23.1,Undrafted
446,Ameer Abdullah,LV,Raiders,10,RB,0,0,0,22.2,26.6,0,102.5,0.2,0,0.1,0,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,102.5,0.2,12.9,0.1,22.2,Undrafted
447,Michael Carter,ARI,Cardinals,11,RB,0,0,0,22.1,24.6,0,109.7,0.8,0,0.1,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,109.7,0.8,8.8,0.1,22.1,Next Year
448,Kevin Harris,NE,Patriots,14,RB,0,0,0,21.9,13.5,0,120.7,0.9,0,0.1,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,120.7,0.9,5.9,0.1,21.9,Undrafted
449,Andrew Beck,HOU,Texans,14,RB,0,0,0,19.7,3.7,0,9.5,0.7,0,1.5,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,9.5,0.7,9.9,1.5,19.7,Undrafted
450,Craig Reynolds,DET,Lions,5,RB,0,0,0,19.3,23,0,107,0.8,0,0.1,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,107,0.8,4.1,0.1,19.3,Undrafted
451,Ronnie Rivers,LAR,Rams,6,RB,0,0,0,19.3,27.2,0,112.3,0.7,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,112.3,0.7,4.6,0,19.3,Undrafted
452,Trayveon Williams,CIN,Bengals,12,RB,0,0,0,18.8,21.9,0,94.6,0.7,0,0.2,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,94.6,0.7,6.8,0.2,18.8,Undrafted
453,Royce Freeman,DAL,Cowboys,7,RB,0,0,0,18.5,25.4,0,103.2,0.7,0,0.1,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,103.2,0.7,4.3,0.1,18.5,Undrafted
454,Jordan Mason,SF,49ers,9,RB,0,0,0,17.8,27.3,0,103.1,0.9,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,103.1,0.9,2.2,0,17.8,Undrafted
455,Hunter Luepke,DAL,Cowboys,7,RB,0,0,0,16.3,7.9,0,28.1,1.4,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,28.1,1.4,5.7,0,16.3,Undrafted
456,Dare Ogunbowale,HOU,Texans,14,RB,0,0,0,16.2,20.7,0,71.1,0.3,0,0.1,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,71.1,0.3,8.7,0.1,16.2,Undrafted
457,Pierre Strong Jr.,CLE,Browns,10,RB,0,0,0,16,18.7,0,98.1,0.7,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,98.1,0.7,2.7,0,16,Undrafted
458,Jeremy McNichols,WAS,Commanders,14,RB,0,0,0,15.4,14.1,0,56.8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,56.8,0,8,0,15.4,Undrafted
459,Kenny McIntosh,SEA,Seahawks,10,RB,0,0,0,15.2,27.4,0,82.2,0.4,0,0.1,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,82.2,0.4,5.1,0.1,15.2,Undrafted
460,Cody Schrader,SF,49ers,9,RB,0,0,0,15.2,33,0,105.5,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,105.5,0.5,2,0,15.2,Undrafted
461,Deneric Prince,KC,Chiefs,6,RB,0,0,0,14.9,20.1,0,85.6,0.5,0,0.1,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,85.6,0.5,3.3,0.1,14.9,Undrafted
462,Zander Horvath,NO,Saints,12,RB,0,0,0,14.5,7,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,3,0,14.5,Undrafted
463,Jeff Wilson Jr.,MIA,Dolphins,6,RB,0,0,0,14.2,14.3,0,78,0.6,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,78,0.6,3.2,0,14.2,WhatDats
464,Nick Bawden,NYJ,Jets,12,RB,0,0,0,13.7,5.4,0,18,1.6,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,18,1.6,2.5,0,13.7,Undrafted
465,Julius Chestnut,TEN,Titans,5,RB,0,0,0,12.6,14.4,0,60.3,0.4,0,0.2,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,60.3,0.4,5.3,0.2,12.6,Undrafted
466,Elijah Dotson,LAC,Chargers,5,RB,0,0,0,11.9,9.1,0,58.5,0.6,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,58.5,0.6,3.1,0,11.9,Undrafted
467,Zach Evans,LAR,Rams,6,RB,0,0,0,11.4,2.3,0,57.1,0.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,57.1,0.5,3,0,11.4,Undrafted
468,Boston Scott,LAR,Rams,6,RB,0,0,0,11.2,2.3,0,54.3,0.6,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,54.3,0.6,2.5,0,11.2,Undrafted
469,Keaontay Ingram,KC,Chiefs,6,RB,0,0,0,9.2,15.4,0,51.7,0.3,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,51.7,0.3,2.9,0,9.2,Undrafted
470,Myles Gaskin,MIN,Vikings,6,RB,0,0,0,8.9,13.7,0,54.1,0.3,0,0.1,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,54.1,0.3,2.1,0.1,8.9,Undrafted
471,Chris Evans,CIN,Bengals,12,RB,0,0,0,8.8,7.9,0,35.1,0.2,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,35.1,0.2,5.2,0,8.8,Undrafted
472,Dante Miller,NYG,Giants,11,RB,0,0,0,7.9,7.1,0,29.3,0.2,0,0.1,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,29.3,0.2,4.2,0.1,7.9,Undrafted
473,Malik Davis,DAL,Cowboys,7,RB,0,0,0,7.8,4.6,0,36.8,0.1,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,36.8,0.1,3.7,0,7.8,Undrafted
474,Alec Ingold,MIA,Dolphins,6,RB,0,0,0,7.7,1.1,0,4.4,0,0,0.1,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4.4,0,7.6,0.1,7.7,Undrafted
475,Sean Tucker,TB,Buccaneers,11,RB,0,0,0,7.6,10,0,38.8,0.2,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38.8,0.2,2.8,0,7.6,Undrafted
476,Kene Nwangwu,MIN,Vikings,6,RB,0,0,0,7.6,9.7,0,43,0.2,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,43,0.2,2.7,0,7.6,Undrafted
477,Sione Vaki,DET,Lions,5,RB,0,0,0,7.2,8.5,0,35.5,0.3,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,35.5,0.3,2.1,0,7.2,Undrafted
478,Michael Burton,DEN,Broncos,14,RB,0,0,0,7.2,6.2,0,25.4,0.2,0,0.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,25.4,0.2,4,0.1,7.2,Undrafted
479,JaMycal Hasty,NE,Patriots,14,RB,0,0,0,7,9.4,0,34.1,0.1,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,34.1,0.1,3.2,0,7,Undrafted
480,Raheem Blackshear,CAR,Panthers,11,RB,0,0,0,6.9,0,0,27.5,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,5.5,0,6.9,Undrafted
481,Salvon Ahmed,MIA,Dolphins,6,RB,0,0,0,6.5,2.2,0,30.4,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,30.4,0,4.1,0,6.5,Undrafted
482,DeeJay Dallas,ARI,Cardinals,11,RB,0,0,0,6.2,4.9,0,33,0.1,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,33,0.1,3.5,0,6.2,Undrafted
483,Avery Williams,ATL,Falcons,12,RB,0,0,0,6.1,4.4,0,18.4,0.2,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,18.4,0.2,3.3,0,6.1,Undrafted
484,Darrynton Evans,BUF,Bills,12,RB,0,0,0,6,5.1,0,20.8,0.1,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,20.8,0.1,3.1,0,6,Undrafted
485,Travis Homer,CHI,Bears,7,RB,0,0,0,6,3.1,0,27.3,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,27.3,0,3.4,0,6,Undrafted
486,Cam Akers,HOU,Texans,14,RB,0,0,0,5.6,4.5,0,17.8,0.2,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,17.8,0.2,2.2,0,5.6,Undrafted
487,Reggie Gilliam,BUF,Bills,12,RB,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,5,Undrafted
488,Giovanni Ricci,CLE,Browns,10,RB,0,0,0,4.9,2.4,0,10,0,0,0,0,0,0,0,4,0,0,7.3,71.9,0.5,0.1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,10,0,5.6,0.1,8,Undrafted
489,Adam Prentice,NO,Saints,12,RB,0,0,0,4.8,3.3,0,14.1,0.1,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,14.1,0.1,3.3,0,4.8,Undrafted
490,Keilan Robinson,JAX,Jaguars,12,RB,0,0,0,4.8,0,0,33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2,0,4.8,Undrafted
491,Emanuel Wilson,GB,Packers,10,RB,0,0,0,4.6,2.2,0,26,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,26,0,2.1,0,4.6,Undrafted
492,Jashaun Corbin,NYG,Giants,11,RB,0,0,0,4,4.3,0,17.5,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,17.5,0.2,2,0,4,Undrafted
493,Hassan Haskins,TEN,Titans,5,RB,0,0,0,4,2.4,0,27.7,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,27.7,0,1.9,0,4,Undrafted
494,Zonovan Knight,DET,Lions,5,RB,0,0,0,3.6,2.3,0,9.3,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,9.3,0,2.2,0,3.6,Undrafted
495,Jake Funk,DET,Lions,5,RB,0,0,0,3.6,2.3,0,9.4,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,9.4,0,2.1,0,3.6,Undrafted
496,Jermar Jefferson,DET,Lions,5,RB,0,0,0,3.6,2.3,0,9.4,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,9.4,0,2.1,0,3.6,Undrafted
497,J.J. Taylor,HOU,Texans,14,RB,0,0,0,3.5,2.2,0,8.8,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,8.8,0,2.2,0,3.5,Undrafted
498,Snoop Conner,DAL,Cowboys,7,RB,0,0,0,3.5,2.3,0,9.2,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,9.2,0,2.1,0,3.5,Undrafted
499,Patrick Ricard,BAL,Ravens,14,RB,0,0,0,3.5,2.7,0,10.9,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,10.9,0,1.8,0,3.5,Undrafted
500,Chris Brooks,MIA,Dolphins,6,RB,0,0,0,3.4,2.2,0,9,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,9,0,2.2,0,3.4,Undrafted
501,James Robinson,NO,Saints,12,RB,0,0,0,3.4,2.4,0,10.1,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,10.1,0,2.1,0,3.4,Undrafted
502,Khari Blasingame,CHI,Bears,7,RB,0,0,0,3.3,2.3,0,9.3,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,9.3,0,2.1,0,3.3,Undrafted
503,Patrick Taylor Jr.,SF,49ers,9,RB,0,0,0,3.2,2.5,0,13.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,13.5,0,2,0,3.2,Undrafted
504,Tyler Goodson,IND,Colts,14,RB,0,0,0,3.1,2.4,0,9.9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,9.9,0,2,0,3.1,Undrafted
505,John Kelly Jr.,CLE,Browns,10,RB,0,0,0,3,2.4,0,9.9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,9.9,0,2,0,3,Undrafted
506,C.J. Ham,MIN,Vikings,6,RB,0,0,0,2.6,2.2,0,8.6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,8.6,0,2,0,2.6,Undrafted
507,Tyrion Davis-Price,PHI,Eagles,5,RB,0,0,0,2.5,2.5,0,13.5,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,13.5,0,1.5,0,2.5,Undrafted
508,Mike Boone,CAR,Panthers,11,RB,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,1.4,Undrafted
509,Tommy Tremble,CAR,Panthers,11,TE,0,0,0,41.4,0,0,260.3,2.6,0,0.1,0,0,0,0,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0.1,41.4,Undrafted
510,Kylen Granson,IND,Colts,14,TE,0,0,0,34.8,0,0,258.6,1.5,0,0,0,0,0,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,34.8,Undrafted
511,Brevin Jordan,HOU,Texans,14,TE,0,0,0,30,0,0,188,1.9,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,30,Undrafted
512,Tanner Hudson,CIN,Bengals,12,TE,0,0,0,30,0,0,206.4,1.6,0,0,0,0,0,0,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,0,30,Undrafted
513,Durham Smythe,MIA,Dolphins,6,TE,0,0,0,26.6,0,0,190.3,1.3,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,26.6,Undrafted
